flight_event_key,flight_id,airline,source,destination,route,departure_time,arrival_time,departure_date,flight_duration_minutes,calculated_duration_minutes,source_duration_minutes,duration_difference,overnight_flag,duplicate_flight_id_flag,invalid_flight_id_flag,missing_airline_flag,missing_source_flag,missing_destination_flag,missing_departure_time_flag,missing_arrival_time_flag,timestamp_order_flag,sj192_anomaly_flag,duration_anomaly_flag,duration_discrepancy_flag,referential_integrity_flag,duration_kpi_eligible_flag,anomaly_flag,anomaly_reason
SpiceJet|SJ147|BLR|CCU|2026-04-19 04:30:41.702,SJ147,SpiceJet,BLR,CCU,BLR → CCU,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,2026-04-19,262.0,262.0,262.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK201|HYD|BOM|2026-04-19 04:29:41.703,UK201,Vistara,HYD,BOM,HYD → BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,2026-04-19,133.0,133.0,133.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ234|BLR|CCU|2026-04-19 04:20:41.704,SJ234,SpiceJet,BLR,CCU,BLR → CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,2026-04-19,123.0,123.0,123.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI176|BLR|DEL|2026-04-19 04:20:41.703,AI176,Air India,BLR,DEL,BLR → DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,2026-04-19,125.0,125.0,125.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ045|DEL|MAA|2026-04-19 04:16:41.701,SJ045,SpiceJet,DEL,MAA,DEL → MAA,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,2026-04-19,287.0,287.0,287.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ174|CCU|DEL|2026-04-19 04:09:41.703,SJ174,SpiceJet,CCU,DEL,CCU → DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,2026-04-19,55.0,55.0,55.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI007|MAA|DEL|2026-04-19 04:01:41.701,AI007,Air India,MAA,DEL,MAA → DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,2026-04-19,120.00498333333333,120.00498333333333,120.00498333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI143|CCU|DEL|2026-04-19 03:58:41.702,AI143,Air India,CCU,DEL,CCU → DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,2026-04-19,38.0,38.0,38.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ241|DEL|HYD|2026-04-19 03:57:41.704,SJ241,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,2026-04-19,159.0,159.0,159.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI020|BOM|BLR|2026-04-19 03:53:41.701,AI020,Air India,BOM,BLR,BOM → BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,2026-04-19,148.0,148.0,148.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK031|CCU|DEL|2026-04-19 03:45:41.701,UK031,Vistara,CCU,DEL,CCU → DEL,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,2026-04-19,215.0,215.0,215.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI013|HYD|BLR|2026-04-19 03:41:41.701,AI013,Air India,HYD,BLR,HYD → BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,2026-04-19,77.0,77.0,77.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI249|BLR|HYD|2026-04-19 03:38:41.704,AI249,Air India,BLR,HYD,BLR → HYD,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,2026-04-19,169.0,169.0,169.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK046|CCU|DEL|2026-04-19 03:37:41.701,UK046,Vistara,CCU,DEL,CCU → DEL,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,2026-04-19,148.0,148.0,148.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK168|BLR|CCU|2026-04-19 03:20:41.703,UK168,Vistara,BLR,CCU,BLR → CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,2026-04-19,49.0,49.0,49.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI022|BOM|MAA|2026-04-19 03:15:41.701,AI022,Air India,BOM,MAA,BOM → MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,2026-04-19,115.0,115.0,115.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK218|MAA|BLR|2026-04-19 03:12:41.704,UK218,Vistara,MAA,BLR,MAA → BLR,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,2026-04-19,250.0,250.0,250.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK142|BLR|DEL|2026-04-19 03:03:41.703,UK142,Vistara,BLR,DEL,BLR → DEL,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,2026-04-19,250.0,250.0,250.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F067|MAA|BLR|2026-04-19 02:59:41.701,6F067,IndiGo,MAA,BLR,MAA → BLR,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,2026-04-19,183.0,183.0,183.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ217|BOM|CCU|2026-04-19 02:57:41.703,SJ217,SpiceJet,BOM,CCU,BOM → CCU,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,2026-04-19,187.0,187.0,187.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ143|DEL|BOM|2026-04-19 02:55:41.702,SJ143,SpiceJet,DEL,BOM,DEL → BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,2026-04-19,57.0,57.0,57.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI243|BLR|BOM|2026-04-19 02:50:41.704,AI243,Air India,BLR,BOM,BLR → BOM,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,2026-04-19,139.0,139.0,139.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ246|BOM|DEL|2026-04-19 02:47:41.704,SJ246,SpiceJet,BOM,DEL,BOM → DEL,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,2026-04-19,60.004933333333334,60.004933333333334,60.004933333333334,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F170|HYD|DEL|2026-04-19 02:44:41.703,6F170,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,2026-04-19,90.0,90.0,90.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK157|CCU|BOM|2026-04-19 02:41:41.703,UK157,Vistara,CCU,BOM,CCU → BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,2026-04-19,60.00495,60.00495,60.00495,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK172|DEL|BOM|2026-04-19 02:20:41.703,UK172,Vistara,DEL,BOM,DEL → BOM,2026-04-19 02:20:41.703,2026-04-19 05:21:41.703,2026-04-19,181.0,181.0,181.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ139|DEL|BLR|2026-04-19 02:20:41.702,SJ139,SpiceJet,DEL,BLR,DEL → BLR,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,2026-04-19,222.0,222.0,222.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK085|MAA|DEL|2026-04-19 02:15:41.702,UK085,Vistara,MAA,DEL,MAA → DEL,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,2026-04-19,62.0,62.0,62.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F079|MAA|HYD|2026-04-19 02:14:41.702,6F079,IndiGo,MAA,HYD,MAA → HYD,2026-04-19 02:14:41.702,2026-04-19 06:18:41.702,2026-04-19,244.0,244.0,244.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ032|MAA|BOM|2026-04-19 02:11:41.701,SJ032,SpiceJet,MAA,BOM,MAA → BOM,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,2026-04-19,142.0,142.0,142.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F182|BOM|CCU|2026-04-19 02:10:41.703,6F182,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,2026-04-19,128.0,128.0,128.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI106|HYD|BLR|2026-04-19 02:07:41.702,AI106,Air India,HYD,BLR,HYD → BLR,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,2026-04-19,73.0,73.0,73.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI200|HYD|MAA|2026-04-19 02:05:41.703,AI200,Air India,HYD,MAA,HYD → MAA,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,2026-04-19,204.0,204.0,204.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F142|CCU|MAA|2026-04-19 02:05:41.702,6F142,IndiGo,CCU,MAA,CCU → MAA,2026-04-19 02:05:41.702,2026-04-19 06:04:41.702,2026-04-19,239.0,239.0,239.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ079|HYD|DEL|2026-04-19 01:58:41.702,SJ079,SpiceJet,HYD,DEL,HYD → DEL,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,2026-04-19,184.0,184.0,184.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ082|BOM|DEL|2026-04-19 01:54:41.702,SJ082,SpiceJet,BOM,DEL,BOM → DEL,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,2026-04-19,39.0,39.0,39.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ110|CCU|DEL|2026-04-19 01:47:41.702,SJ110,SpiceJet,CCU,DEL,CCU → DEL,2026-04-19 01:47:41.702,2026-04-19 02:20:41.702,2026-04-19,33.0,33.0,33.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F262|MAA|DEL|2026-04-19 01:44:41.702,6F262,IndiGo,MAA,DEL,MAA → DEL,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,2026-04-19,63.0,63.0,63.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK143|BLR|BOM|2026-04-19 01:34:41.703,UK143,Vistara,BLR,BOM,BLR → BOM,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,2026-04-19,74.0,74.0,74.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F269|HYD|MAA|2026-04-19 01:30:41.702,6F269,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,2026-04-19,82.0,82.0,82.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F214|BOM|CCU|2026-04-19 01:21:41.703,6F214,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,2026-04-19,239.0,239.0,239.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ213|BOM|CCU|2026-04-19 01:19:41.703,SJ213,SpiceJet,BOM,CCU,BOM → CCU,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,2026-04-19,209.0,209.0,209.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ072|DEL|HYD|2026-04-19 01:18:41.701,SJ072,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,2026-04-19,170.0,170.0,170.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F059|BOM|DEL|2026-04-19 01:12:41.701,6F059,IndiGo,BOM,DEL,BOM → DEL,2026-04-19 01:12:41.701,2026-04-19 06:02:41.701,2026-04-19,290.0,290.0,290.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK202|DEL|HYD|2026-04-19 01:11:41.703,UK202,Vistara,DEL,HYD,DEL → HYD,2026-04-19 01:11:41.703,2026-04-19 05:37:41.703,2026-04-19,266.0,266.0,266.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK037|BLR|BOM|2026-04-19 01:10:41.701,UK037,Vistara,BLR,BOM,BLR → BOM,2026-04-19 01:10:41.701,2026-04-19 05:12:41.701,2026-04-19,242.0,242.0,242.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK069|CCU|DEL|2026-04-19 01:10:41.701,UK069,Vistara,CCU,DEL,CCU → DEL,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,2026-04-19,133.0,133.0,133.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ118|DEL|BOM|2026-04-19 01:08:41.702,SJ118,SpiceJet,DEL,BOM,DEL → BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,2026-04-19,85.0,85.0,85.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F145|CCU|DEL|2026-04-19 01:02:41.703,6F145,IndiGo,CCU,DEL,CCU → DEL,2026-04-19 01:02:41.703,2026-04-19 02:18:41.703,2026-04-19,76.0,76.0,76.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK097|HYD|BOM|2026-04-19 00:49:41.702,UK097,Vistara,HYD,BOM,HYD → BOM,2026-04-19 00:49:41.702,2026-04-19 05:00:41.702,2026-04-19,251.0,251.0,251.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F117|CCU|DEL|2026-04-19 00:46:41.702,6F117,IndiGo,CCU,DEL,CCU → DEL,2026-04-19 00:46:41.702,2026-04-19 01:51:41.702,2026-04-19,65.0,65.0,65.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F226|DEL|BOM|2026-04-19 00:38:41.704,6F226,IndiGo,DEL,BOM,DEL → BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,2026-04-19,137.0,137.0,137.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F050|DEL|BOM|2026-04-19 00:35:41.701,6F050,IndiGo,DEL,BOM,DEL → BOM,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,2026-04-19,237.0,237.0,237.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK196|BOM|HYD|2026-04-19 00:32:41.703,UK196,Vistara,BOM,HYD,BOM → HYD,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,2026-04-19,257.0,257.0,257.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ086|CCU|DEL|2026-04-19 00:32:41.702,SJ086,SpiceJet,CCU,DEL,CCU → DEL,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,2026-04-19,225.0,225.0,225.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI134|HYD|BOM|2026-04-19 00:28:41.702,AI134,Air India,HYD,BOM,HYD → BOM,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,2026-04-19,235.0,235.0,235.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI043|CCU|DEL|2026-04-19 00:28:41.701,AI043,Air India,CCU,DEL,CCU → DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,2026-04-19,249.0,249.0,249.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK119|BOM|CCU|2026-04-19 00:21:41.702,UK119,Vistara,BOM,CCU,BOM → CCU,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,2026-04-19,257.0,257.0,257.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ181|BOM|BLR|2026-04-19 00:20:41.703,SJ181,SpiceJet,BOM,BLR,BOM → BLR,2026-04-19 00:20:41.703,2026-04-19 01:49:41.703,2026-04-19,89.0,89.0,89.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI070|CCU|DEL|2026-04-19 00:05:41.702,AI070,Air India,CCU,DEL,CCU → DEL,2026-04-19 00:05:41.702,2026-04-19 01:44:41.702,2026-04-19,99.0,99.0,99.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F233|BLR|BOM|2026-04-18 23:56:41.704,6F233,IndiGo,BLR,BOM,BLR → BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,2026-04-18,237.0,237.0,237.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK013|BOM|MAA|2026-04-18 23:52:41.701,UK013,Vistara,BOM,MAA,BOM → MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,2026-04-18,180.0,180.0,180.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F015|BOM|CCU|2026-04-18 23:39:41.701,6F015,IndiGo,BOM,CCU,BOM → CCU,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,2026-04-18,168.0,168.0,168.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ247|DEL|BOM|2026-04-18 23:38:41.704,SJ247,SpiceJet,DEL,BOM,DEL → BOM,2026-04-18 23:38:41.704,2026-04-19 03:43:41.704,2026-04-18,245.0,245.0,245.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI067|HYD|DEL|2026-04-18 23:36:41.701,AI067,Air India,HYD,DEL,HYD → DEL,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,2026-04-18,213.0,213.0,213.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI211|DEL|CCU|2026-04-18 23:34:41.703,AI211,Air India,DEL,CCU,DEL → CCU,2026-04-18 23:34:41.703,2026-04-19 01:21:41.703,2026-04-18,107.0,107.0,107.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK029|DEL|BOM|2026-04-18 23:26:41.701,UK029,Vistara,DEL,BOM,DEL → BOM,2026-04-18 23:26:41.701,2026-04-19 02:15:41.701,2026-04-18,169.0,169.0,169.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ200|BOM|DEL|2026-04-18 23:24:41.703,SJ200,SpiceJet,BOM,DEL,BOM → DEL,2026-04-18 23:24:41.703,2026-04-19 02:11:41.703,2026-04-18,167.0,167.0,167.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F087|DEL|HYD|2026-04-18 23:24:41.702,6F087,IndiGo,DEL,HYD,DEL → HYD,2026-04-18 23:24:41.702,2026-04-19 03:10:41.702,2026-04-18,226.0,226.0,226.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ210|HYD|CCU|2026-04-18 23:21:41.703,SJ210,SpiceJet,HYD,CCU,HYD → CCU,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,2026-04-18,213.0,213.0,213.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI101|DEL|BLR|2026-04-18 23:20:41.702,AI101,Air India,DEL,BLR,DEL → BLR,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,2026-04-18,183.0,183.0,183.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK075|MAA|CCU|2026-04-18 23:15:41.702,UK075,Vistara,MAA,CCU,MAA → CCU,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,2026-04-18,279.0,279.0,279.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ091|BLR|CCU|2026-04-18 23:10:41.702,SJ091,SpiceJet,BLR,CCU,BLR → CCU,2026-04-18 23:10:41.702,2026-04-19 00:47:41.702,2026-04-18,97.0,97.0,97.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI251|MAA|DEL|2026-04-18 22:40:41.704,AI251,Air India,MAA,DEL,MAA → DEL,2026-04-18 22:40:41.704,2026-04-18 23:24:41.704,2026-04-18,44.0,44.0,44.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ042|HYD|CCU|2026-04-18 22:38:41.701,SJ042,SpiceJet,HYD,CCU,HYD → CCU,2026-04-18 22:38:41.701,2026-04-19 02:20:41.701,2026-04-18,222.0,222.0,222.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK126|CCU|DEL|2026-04-18 22:37:41.702,UK126,Vistara,CCU,DEL,CCU → DEL,2026-04-18 22:37:41.702,2026-04-19 00:03:41.702,2026-04-18,86.0,86.0,86.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F042|HYD|DEL|2026-04-18 22:35:41.701,6F042,IndiGo,HYD,DEL,HYD → DEL,2026-04-18 22:35:41.701,2026-04-19 02:41:41.701,2026-04-18,246.0,246.0,246.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI116|CCU|BOM|2026-04-18 22:30:41.702,AI116,Air India,CCU,BOM,CCU → BOM,2026-04-18 22:30:41.702,2026-04-19 01:57:41.702,2026-04-18,207.0,207.0,207.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ209|BLR|BOM|2026-04-18 22:22:41.703,SJ209,SpiceJet,BLR,BOM,BLR → BOM,2026-04-18 22:22:41.703,2026-04-19 02:03:41.703,2026-04-18,221.0,221.0,221.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI123|MAA|BOM|2026-04-18 22:19:41.702,AI123,Air India,MAA,BOM,MAA → BOM,2026-04-18 22:19:41.702,2026-04-19 00:45:41.702,2026-04-18,146.0,146.0,146.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F016|HYD|BOM|2026-04-18 22:18:41.701,6F016,IndiGo,HYD,BOM,HYD → BOM,2026-04-18 22:18:41.701,2026-04-18 22:54:41.701,2026-04-18,36.0,36.0,36.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK012|MAA|BOM|2026-04-18 22:16:41.701,UK012,Vistara,MAA,BOM,MAA → BOM,2026-04-18 22:16:41.701,2026-04-19 00:25:41.701,2026-04-18,129.0,129.0,129.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ188|BLR|BOM|2026-04-18 22:15:41.703,SJ188,SpiceJet,BLR,BOM,BLR → BOM,2026-04-18 22:15:41.703,2026-04-18 22:55:41.703,2026-04-18,40.0,40.0,40.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK096|BLR|HYD|2026-04-18 22:11:41.702,UK096,Vistara,BLR,HYD,BLR → HYD,2026-04-18 22:11:41.702,2026-04-19 00:06:41.702,2026-04-18,115.0,115.0,115.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
SpiceJet|SJ046|BOM|MAA|2026-04-18 22:01:41.701,SJ046,SpiceJet,BOM,MAA,BOM → MAA,2026-04-18 22:01:41.701,2026-04-19 01:25:41.701,2026-04-18,204.0,204.0,204.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK081|BLR|DEL|2026-04-18 22:00:41.702,UK081,Vistara,BLR,DEL,BLR → DEL,2026-04-18 22:00:41.702,2026-04-18 23:00:41.702,2026-04-18,60.0,60.0,60.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK191|MAA|BLR|2026-04-18 21:51:41.703,UK191,Vistara,MAA,BLR,MAA → BLR,2026-04-18 21:51:41.703,2026-04-18 22:57:41.703,2026-04-18,66.0,66.0,66.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F064|CCU|DEL|2026-04-18 21:45:41.701,6F064,IndiGo,CCU,DEL,CCU → DEL,2026-04-18 21:45:41.701,2026-04-18 22:50:41.701,2026-04-18,65.0,65.0,65.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI005|DEL|CCU|2026-04-18 21:24:41.701,AI005,Air India,DEL,CCU,DEL → CCU,2026-04-18 21:24:41.701,2026-04-18 22:11:41.701,2026-04-18,47.0,47.0,47.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
IndiGo|6F021|BLR|MAA|2026-04-18 21:23:41.701,6F021,IndiGo,BLR,MAA,BLR → MAA,2026-04-18 21:23:41.701,2026-04-19 01:25:41.701,2026-04-18,242.0,242.0,242.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI169|CCU|DEL|2026-04-18 21:21:41.703,AI169,Air India,CCU,DEL,CCU → DEL,2026-04-18 21:21:41.703,2026-04-19 01:34:41.703,2026-04-18,253.0,253.0,253.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK035|HYD|BOM|2026-04-18 21:08:41.701,UK035,Vistara,HYD,BOM,HYD → BOM,2026-04-18 21:08:41.701,2026-04-18 22:24:41.701,2026-04-18,76.0,76.0,76.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Air India|AI040|HYD|BLR|2026-04-18 21:01:41.701,AI040,Air India,HYD,BLR,HYD → BLR,2026-04-18 21:01:41.701,2026-04-18 22:42:41.701,2026-04-18,101.0,101.0,101.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
Vistara|UK042|MAA|BOM|2026-04-18 20:59:41.701,UK042,Vistara,MAA,BOM,MAA → BOM,2026-04-18 20:59:41.701,2026-04-19 01:38:41.701,2026-04-18,279.0,279.0,279.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Valid
